"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 20","30,606.48","29,797.50","30,637.47","29,599.29","8.18B","3.27%"
"Nov 20","29,638.64","26,691.28","30,116.51","26,691.28","7.92B","11.84%"
"Oct 20","26,501.60","27,940.63","28,957.90","26,143.77","8.51B","-4.61%"
"Sep 20","27,781.70","28,439.61","29,199.35","26,537.01","10.05B","-2.28%"
"Aug 20","28,430.05","26,542.32","28,733.35","26,534.38","7.51B","7.57%"
"Jul 20","26,428.32","25,879.38","27,071.33","25,523.51","8.27B","2.38%"
"Jun 20","25,812.88","25,342.99","27,580.21","24,843.18","9.82B","1.69%"
"May 20","25,383.11","24,120.78","25,758.79","22,789.62","8.01B","4.26%"
"Apr 20","24,345.72","21,227.38","24,764.77","20,735.02","9.88B","11.08%"
"Mar 20","21,917.16","25,590.51","27,102.34","18,213.65","15.60B","-13.74%"
"Feb 20","25,409.36","28,319.65","29,568.57","24,681.01","7.05B","-10.07%"
"Jan 20","28,256.03","28,638.97","29,373.62","28,169.53","6.27B","-0.99%"
"Dec 19","28,538.44","28,109.74","28,701.66","27,325.13","5.14B","1.74%"
"Nov 19","28,051.41","27,142.95","28,174.97","27,142.95","4.98B","3.72%"
"Oct 19","27,046.23","26,962.54","27,204.36","25,743.46","5.72B","0.48%"
"Sep 19","26,916.83","26,198.26","27,306.73","25,978.22","5.09B","1.95%"
"Aug 19","26,403.28","26,879.86","27,175.59","25,339.60","6.24B","-1.72%"
"Jul 19","26,864.27","26,805.86","27,398.68","26,616.21","5.27B","0.99%"
"Jun 19","26,599.96","24,830.16","26,907.37","24,680.57","5.54B","7.19%"
"May 19","24,815.04","26,639.06","26,689.39","24,809.51","6.36B","-6.69%"
"Apr 19","26,592.91","26,075.10","26,695.96","26,062.59","5.85B","2.56%"
"Mar 19","25,928.68","26,019.67","26,155.98","25,208.00","6.63B","0.05%"
"Feb 19","25,916.00","25,025.31","26,241.42","24,883.04","5.43B","3.67%"
"Jan 19","24,999.67","23,058.61","25,109.62","22,638.41","7.19B","7.17%"
"Dec 18","23,327.46","25,779.57","25,980.21","21,712.53","8.10B","-8.66%"
"Nov 18","25,538.46","25,142.08","26,277.82","24,268.74","7.23B","1.68%"
"Oct 18","25,115.76","26,598.36","26,951.81","24,122.23","8.37B","-5.07%"
"Sep 18","26,458.31","25,916.07","26,769.16","25,754.32","5.26B","1.90%"
"Aug 18","25,964.82","25,461.63","26,167.94","24,965.77","5.64B","2.16%"
"Jul 18","25,415.19","24,161.53","25,587.24","24,077.56","5.41B","4.71%"
"Jun 18","24,271.41","24,542.09","25,402.83","23,997.21","7.41B","-0.59%"
"May 18","24,415.84","24,117.29","25,086.49","23,531.31","7.28B","1.05%"
"Apr 18","24,163.15","24,076.60","24,858.97","23,344.52","8.06B","0.25%"
"Mar 18","24,103.11","25,024.04","25,449.15","23,509.06","8.87B","-3.70%"
"Feb 18","25,029.20","26,083.04","26,306.70","23,360.29","9.45B","-4.28%"
"Jan 18","26,149.39","24,809.35","26,616.71","24,741.70","9.12B","5.79%"
"Dec 17","24,719.22","24,305.40","24,876.07","23,921.90","6.59B","1.84%"
"Nov 17","24,272.35","23,442.90","24,327.82","23,242.75","7.34B","3.83%"
"Oct 17","23,377.24","22,423.47","23,485.25","22,416.00","7.30B","4.34%"
"Sep 17","22,405.09","21,981.77","22,419.51","21,709.63","6.34B","2.08%"
"Aug 17","21,948.10","21,961.42","22,179.11","21,600.34","6.15B","0.26%"
"Jul 17","21,891.12","21,392.30","21,929.80","21,279.30","5.57B","2.54%"
"Jun 17","21,349.63","21,030.55","21,535.03","20,994.22","7.21B","1.62%"
"May 17","21,008.65","20,962.73","21,112.32","20,553.45","6.61B","0.33%"
"Apr 17","20,940.51","20,665.17","21,070.90","20,379.55","5.39B","1.34%"
"Mar 17","20,663.22","20,957.29","21,169.11","20,412.80","6.94B","-0.72%"
"Feb 17","20,812.24","19,923.81","20,851.33","19,831.09","6.19B","4.77%"
"Jan 17","19,864.09","19,872.86","20,125.58","19,677.94","6.48B","0.51%"
"Dec 16","19,762.60","19,149.20","19,987.63","19,138.79","5.95B","3.34%"
"Nov 16","19,123.58","18,158.24","19,225.29","17,883.56","2.11B","5.41%"
"Oct 16","18,142.42","18,279.60","18,399.96","17,959.95","1.79B","-0.91%"
"Sep 16","18,308.15","18,396.57","18,551.54","17,992.21","2.10B","-0.50%"
"Aug 16","18,400.88","18,434.50","18,668.44","18,247.79","1.70B","-0.17%"
"Jul 16","18,432.24","17,924.24","18,622.01","17,713.45","1.82B","2.80%"
"Jun 16","17,929.99","17,754.55","18,016.00","17,063.08","2.35B","0.80%"
"May 16","17,787.20","17,783.78","17,934.61","17,331.07","1.88B","0.08%"
"Apr 16","17,773.64","17,661.74","18,167.63","17,484.23","2.10B","0.50%"
"Mar 16","17,685.09","16,545.67","17,790.11","16,545.67","2.41B","7.08%"
"Feb 16","16,516.50","16,453.63","16,795.98","15,503.01","2.49B","0.30%"
"Jan 16","16,466.30","17,405.48","17,405.48","15,450.56","2.84B","-5.50%"
"Dec 15","17,425.03","17,719.72","17,901.58","17,116.73","2.52B","-1.66%"
"Nov 15","17,719.92","17,672.62","17,977.85","17,210.43","2.30B","0.32%"
"Oct 15","17,663.54","16,278.62","17,799.96","16,013.66","2.61B","8.47%"
"Sep 15","16,284.70","16,528.03","16,933.43","15,942.37","2.72B","-1.47%"
"Aug 15","16,528.03","17,696.74","17,704.76","15,370.33","2.73B","-6.57%"
"Jul 15","17,689.86","17,638.12","18,137.12","17,399.17","2.03B","0.40%"
"Jun 15","17,619.51","18,017.82","18,188.81","17,576.50","2.22B","-2.17%"
"May 15","18,010.68","17,859.27","18,351.36","17,733.12","1.83B","0.95%"
"Apr 15","17,840.52","17,778.52","18,175.56","17,585.01","2.17B","0.36%"
"Mar 15","17,776.12","18,134.05","18,288.63","17,579.27","2.47B","-1.97%"
"Feb 15","18,132.70","17,169.99","18,244.38","17,037.76","1.75B","5.64%"
"Jan 15","17,164.95","17,823.07","17,951.78","17,136.30","2.17B","-3.69%"
"Dec 14","17,823.07","17,827.27","18,103.45","17,067.59","2.22B","-0.03%"
"Nov 14","17,828.24","17,390.90","17,894.83","17,278.36","1.52B","2.52%"
"Oct 14","17,390.52","17,040.46","17,395.54","15,855.12","2.31B","2.04%"
"Sep 14","17,042.90","17,097.42","17,350.64","16,934.43","1.87B","-0.32%"
"Aug 14","17,098.45","16,561.70","17,153.80","16,333.78","1.48B","3.23%"
"Jul 14","16,563.30","16,828.53","17,151.56","16,563.30","1.69B","-1.56%"
"Jun 14","16,826.60","16,716.85","16,978.02","16,673.65","1.76B","0.65%"
"May 14","16,717.17","16,580.26","16,735.51","16,341.30","1.64B","0.82%"
"Apr 14","16,580.84","16,458.05","16,631.63","16,015.32","1.99B","0.75%"
"Mar 14","16,457.66","16,321.71","16,505.70","16,046.99","2.10B","0.83%"
"Feb 14","16,321.71","15,697.69","16,398.95","15,340.69","2.07B","3.97%"
"Jan 14","15,698.85","16,572.17","16,573.07","15,617.55","2.18B","-5.30%"
"Dec 13","16,576.66","16,087.12","16,588.25","15,703.79","2.06B","3.05%"
"Nov 13","16,086.41","15,558.01","16,174.51","15,522.18","1.82B","3.48%"
"Oct 13","15,545.75","15,132.49","15,721.00","14,719.43","2.21B","2.75%"
"Sep 13","15,129.67","14,801.55","15,709.58","14,777.48","2.37B","2.16%"
"Aug 13","14,810.31","15,503.85","15,658.43","14,760.41","2.33B","-4.45%"
"Jul 13","15,499.54","14,911.60","15,634.32","14,858.93","2.57B","3.96%"
"Jun 13","14,909.60","15,123.55","15,340.09","14,551.27","2.93B","-1.36%"
"May 13","15,115.57","14,839.80","15,542.40","14,687.05","2.77B","1.86%"
"Apr 13","14,839.80","14,578.54","14,887.51","14,434.43","2.92B","1.79%"
"Mar 13","14,578.54","14,054.49","14,585.10","13,937.60","2.55B","3.73%"
"Feb 13","14,054.49","13,860.58","14,149.15","13,784.01","2.49B","1.40%"
"Jan 13","13,860.58","13,104.30","13,969.99","13,104.30","2.79B","5.77%"
"Dec 12","13,104.14","13,027.73","13,365.86","12,883.89","2.67B","0.60%"
"Nov 12","13,025.58","13,099.19","13,290.75","12,471.49","2.68B","-0.54%"
"Oct 12","13,096.46","13,437.66","13,661.87","13,039.86","2.47B","-2.54%"
"Sep 12","13,437.13","13,092.15","13,653.24","12,977.09","2.70B","2.65%"
"Aug 12","13,090.84","13,007.47","13,330.76","12,778.90","2.27B","0.63%"
"Jul 12","13,008.68","12,879.71","13,128.64","12,492.25","2.58B","1.00%"
"Jun 12","12,880.09","12,391.56","12,898.94","12,035.09","2.92B","3.93%"
"May 12","12,393.45","13,214.16","13,338.66","12,311.56","3.05B","-6.21%"
"Apr 12","13,213.63","13,211.36","13,297.11","12,710.56","2.57B","0.01%"
"Mar 12","13,212.04","12,952.29","13,289.08","12,734.86","3.20B","2.01%"
"Feb 12","12,952.07","12,632.76","13,055.75","12,632.76","2.71B","2.53%"
"Jan 12","12,632.91","12,221.19","12,841.95","12,221.19","2.98B","3.40%"
"Dec 11","12,217.56","12,046.21","12,328.47","11,735.19","3.15B","1.43%"
"Nov 11","12,045.68","11,951.53","12,187.51","11,231.56","3.40B","0.76%"
"Oct 11","11,955.01","10,912.10","12,284.31","10,404.49","3.91B","9.54%"
"Sep 11","10,913.38","11,613.30","11,716.84","10,597.14","4.40B","-6.03%"
"Aug 11","11,613.53","12,144.22","12,282.42","10,604.07","6.20B","-4.36%"
"Jul 11","12,143.24","12,412.07","12,753.89","12,083.45","3.09B","-2.18%"
"Jun 11","12,414.34","12,569.41","12,569.49","11,862.53","3.88B","-1.24%"
"May 11","12,569.79","12,810.16","12,876.00","12,309.52","3.58B","-1.88%"
"Apr 11","12,810.54","12,321.02","12,832.83","12,093.89","3.32B","3.98%"
"Mar 11","12,319.73","12,226.49","12,383.46","11,555.48","3.85B","0.76%"
"Feb 11","12,226.34","11,892.50","12,391.29","11,892.50","3.22B","2.81%"
"Jan 11","11,891.93","11,577.43","12,020.52","11,573.87","3.68B","2.72%"
"Dec 10","11,577.51","11,007.23","11,625.00","11,007.23","3.25B","5.19%"
"Nov 10","11,006.02","11,120.30","11,451.53","10,929.28","3.81B","-1.01%"
"Oct 10","11,118.49","10,789.72","11,247.60","10,711.12","3.79B","3.06%"
"Sep 10","10,788.05","10,016.01","10,948.88","10,016.01","3.76B","7.72%"
"Aug 10","10,014.72","10,468.82","10,719.94","9,936.62","4.12B","-4.31%"
"Jul 10","10,465.94","9,773.27","10,584.99","9,614.32","4.20B","7.08%"
"Jun 10","9,774.02","10,133.94","10,594.16","9,753.84","4.94B","-3.58%"
"May 10","10,136.63","11,009.60","11,177.67","9,774.48","5.61B","-7.92%"
"Apr 10","11,008.61","10,857.31","11,258.01","10,844.09","4.24B","1.40%"
"Mar 10","10,856.63","10,326.10","10,955.48","10,326.10","4.39B","5.15%"
"Feb 10","10,325.26","10,068.99","10,438.55","9,835.09","4.28B","2.56%"
"Jan 10","10,067.33","10,430.69","10,729.89","10,043.75","4.39B","-3.46%"